                    *********************************************************************************
                    *  Z= 22 A= 47: Positive-Parity Spin-dependent Level Density [MeV-1] for TI 47  *
  16.00  1.935  8.88E+04 3.85E+04 3.67E+05 4.38E+03 6.42E+03 6.07E+03 5.04E+03 4.08E+03 3.13E+03 2.51E+03 2.03E+03 1.35E+03 9.81E+02 7.43E+02 5.28E+02 3.22E+02 3.04E+02 1.21E+02 1.15E+02 9.40E+01 4.62E+01 4.52E+01 2.78E+01 2.60E+01 2.76E+01 2.20E+01 1.02E+01 1.22E+01 8.63E-01 4.54E+00 3.25E+00 1.89E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.995  1.33E+05 5.08E+04 4.78E+05 5.95E+03 8.61E+03 7.97E+03 6.70E+03 5.40E+03 4.14E+03 3.34E+03 2.79E+03 1.70E+03 1.19E+03 9.09E+02 6.56E+02 3.88E+02 3.94E+02 1.35E+02 1.42E+02 1.15E+02 4.99E+01 5.43E+01 3.02E+01 3.23E+01 3.48E+01 2.73E+01 1.16E+01 1.49E+01 0.00E+00 5.29E+00 3.66E+00 2.84E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  2.053  1.92E+05 6.70E+04 6.18E+05 8.07E+03 1.16E+04 1.04E+04 8.90E+03 7.15E+03 5.47E+03 4.45E+03 3.84E+03 2.12E+03 1.39E+03 1.07E+03 7.85E+02 4.54E+02 4.83E+02 1.50E+02 1.70E+02 1.36E+02 5.36E+01 6.33E+01 3.26E+01 3.85E+01 4.20E+01 3.27E+01 1.29E+01 1.77E+01 0.00E+00 6.03E+00 4.07E+00 3.78E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  2.109  2.70E+05 8.83E+04 8.00E+05 1.10E+04 1.55E+04 1.37E+04 1.18E+04 9.46E+03 7.22E+03 5.92E+03 5.27E+03 2.66E+03 1.63E+03 1.24E+03 9.13E+02 5.20E+02 5.73E+02 1.64E+02 1.98E+02 1.56E+02 5.74E+01 7.23E+01 3.51E+01 4.48E+01 4.92E+01 3.80E+01 1.43E+01 2.04E+01 0.00E+00 6.77E+00 4.48E+00 4.73E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  2.164  3.72E+05 1.16E+05 1.04E+06 1.49E+04 2.08E+04 1.80E+04 1.57E+04 1.25E+04 9.54E+03 7.89E+03 7.24E+03 3.33E+03 1.91E+03 1.43E+03 1.04E+03 5.86E+02 6.63E+02 1.78E+02 2.26E+02 1.77E+02 6.11E+01 8.14E+01 3.75E+01 5.10E+01 5.64E+01 4.33E+01 1.56E+01 2.31E+01 0.00E+00 7.52E+00 4.89E+00 5.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  2.295  8.11E+05 2.34E+05 2.00E+06 3.19E+04 4.34E+04 3.54E+04 3.20E+04 2.52E+04 1.91E+04 1.61E+04 1.60E+04 5.85E+03 2.85E+03 2.05E+03 1.36E+03 7.51E+02 8.87E+02 2.13E+02 2.95E+02 2.29E+02 7.05E+01 1.04E+02 4.36E+01 6.66E+01 7.45E+01 5.67E+01 1.90E+01 3.00E+01 0.00E+00 9.38E+00 5.91E+00 8.03E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.419  1.70E+06 4.74E+05 3.92E+06 6.85E+04 9.05E+04 6.96E+04 6.52E+04 5.08E+04 3.83E+04 3.30E+04 3.54E+04 1.03E+04 4.24E+03 2.93E+03 1.78E+03 9.16E+02 1.11E+03 2.49E+02 3.64E+02 2.81E+02 7.98E+01 1.27E+02 4.96E+01 8.23E+01 9.25E+01 7.00E+01 2.23E+01 3.68E+01 0.00E+00 1.12E+01 6.93E+00 1.04E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.650  7.82E+06 1.98E+06 1.57E+07 3.15E+05 3.94E+05 2.70E+05 2.71E+05 2.06E+05 1.54E+05 1.38E+05 1.73E+05 3.17E+04 9.39E+03 5.99E+03 3.05E+03 1.25E+03 1.56E+03 3.19E+02 5.03E+02 3.85E+02 9.86E+01 1.72E+02 6.17E+01 1.14E+02 1.29E+02 9.67E+01 2.91E+01 5.05E+01 0.00E+00 1.50E+01 8.98E+00 1.51E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  3.060  1.96E+08 3.57E+07 2.76E+08 6.69E+06 7.45E+06 4.06E+06 4.65E+06 3.38E+06 2.49E+06 2.42E+06 4.15E+06 3.02E+05 4.62E+04 2.51E+04 8.91E+03 1.91E+03 3.07E+03 4.61E+02 7.80E+02 5.92E+02 1.36E+02 2.62E+02 8.60E+01 1.76E+02 2.01E+02 1.50E+02 4.26E+01 7.79E+01 0.00E+00 2.24E+01 1.31E+01 2.46E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  3.421  3.70E+09 6.65E+08 5.13E+09 1.42E+08 1.41E+08 6.10E+07 8.01E+07 5.56E+07 4.01E+07 4.23E+07 9.93E+07 2.87E+06 2.27E+05 1.05E+05 2.61E+04 2.92E+03 6.05E+03 6.02E+02 1.06E+03 8.00E+02 1.73E+02 3.53E+02 1.10E+02 2.38E+02 2.73E+02 2.03E+02 5.60E+01 1.05E+02 0.00E+00 2.98E+01 1.72E+01 3.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.747  7.04E+10 1.27E+10 9.91E+10 3.01E+09 2.67E+09 9.17E+08 1.38E+09 9.15E+08 6.48E+08 7.41E+08 2.38E+09 2.73E+07 1.11E+06 4.39E+05 7.63E+04 4.46E+03 1.19E+04 7.44E+02 1.33E+03 1.01E+03 2.11E+02 4.43E+02 1.34E+02 3.01E+02 3.45E+02 2.57E+02 6.95E+01 1.33E+02 0.00E+00 3.73E+01 2.13E+01 4.35E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  4.048  1.37E+12 2.47E+11 1.97E+12 6.39E+10 5.05E+10 1.38E+10 2.37E+10 1.50E+10 1.05E+10 1.30E+10 5.69E+10 2.59E+08 5.48E+06 1.84E+06 2.23E+05 6.82E+03 2.35E+04 8.85E+02 1.68E+03 1.22E+03 2.48E+02 5.33E+02 1.59E+02 3.63E+02 4.17E+02 3.10E+02 8.30E+01 1.60E+02 0.00E+00 4.47E+01 2.54E+01 5.29E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  4.327  2.73E+13 4.93E+12 4.05E+13 1.36E+12 9.55E+11 2.07E+11 4.08E+11 2.47E+11 1.69E+11 2.27E+11 1.36E+12 2.47E+09 2.69E+07 7.69E+06 6.53E+05 1.04E+04 4.63E+04 1.03E+03 2.13E+03 1.47E+03 2.86E+02 6.24E+02 1.83E+02 4.26E+02 4.89E+02 3.63E+02 9.65E+01 1.87E+02 0.00E+00 5.22E+01 2.94E+01 6.24E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  4.590  5.54E+14 1.00E+14 8.56E+14 2.88E+13 1.81E+13 3.12E+12 7.01E+12 4.06E+12 2.73E+12 3.98E+12 3.26E+13 2.35E+10 1.32E+08 3.22E+07 1.91E+06 1.60E+04 9.11E+04 1.17E+03 2.68E+03 1.77E+03 3.23E+02 7.14E+02 2.07E+02 4.88E+02 5.62E+02 4.17E+02 1.10E+02 2.15E+02 0.00E+00 5.96E+01 3.35E+01 7.18E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  4.838  1.15E+16 2.08E+15 1.85E+16 6.10E+14 3.42E+14 4.68E+13 1.21E+14 6.68E+13 4.40E+13 6.97E+13 7.80E+14 2.23E+11 6.50E+08 1.35E+08 5.59E+06 2.44E+04 1.80E+05 1.33E+03 3.39E+03 2.13E+03 3.61E+02 8.05E+02 2.32E+02 5.51E+02 6.34E+02 4.70E+02 1.23E+02 2.42E+02 0.00E+00 6.71E+01 3.76E+01 8.13E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  5.074  2.41E+17 4.39E+16 4.08E+17 1.29E+16 6.47E+15 7.04E+14 2.07E+15 1.10E+15 7.11E+14 1.22E+15 1.87E+16 2.12E+12 3.20E+09 5.64E+08 1.64E+07 3.74E+04 3.54E+05 1.51E+03 4.28E+03 2.57E+03 3.98E+02 8.95E+02 2.56E+02 6.13E+02 7.06E+02 5.24E+02 1.37E+02 2.69E+02 0.00E+00 7.45E+01 4.17E+01 9.07E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  5.300  5.17E+18 9.41E+17 9.16E+18 2.75E+17 1.22E+17 1.06E+16 3.57E+16 1.81E+16 1.15E+16 2.14E+16 4.47E+17 2.02E+13 1.57E+10 2.36E+09 4.78E+07 5.71E+04 6.97E+05 1.72E+03 5.40E+03 3.10E+03 4.35E+02 9.85E+02 2.80E+02 6.76E+02 7.78E+02 5.77E+02 1.50E+02 2.97E+02 0.00E+00 8.19E+01 4.58E+01 1.00E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  5.516  1.12E+20 2.05E+19 2.08E+20 5.83E+18 2.32E+18 1.59E+17 6.14E+17 2.97E+17 1.85E+17 3.74E+17 1.07E+19 1.92E+14 7.72E+10 9.88E+09 1.40E+08 8.74E+04 1.37E+06 1.96E+03 6.81E+03 3.74E+03 4.73E+02 1.08E+03 3.04E+02 7.38E+02 8.50E+02 6.30E+02 1.64E+02 3.24E+02 0.00E+00 8.94E+01 4.99E+01 1.10E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  5.724  2.47E+21 4.51E+20 4.80E+21 1.24E+20 4.38E+19 2.39E+18 1.06E+19 4.88E+18 2.99E+18 6.55E+18 2.56E+20 1.83E+15 3.79E+11 4.14E+10 4.09E+08 1.34E+05 2.70E+06 2.23E+03 8.60E+03 4.51E+03 5.10E+02 1.17E+03 3.29E+02 8.01E+02 9.22E+02 6.84E+02 1.77E+02 3.52E+02 0.00E+00 9.68E+01 5.40E+01 1.19E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  5.925  5.49E+22 1.00E+22 1.11E+23 2.62E+21 8.29E+20 3.59E+19 1.82E+20 8.03E+19 4.83E+19 1.15E+20 6.13E+21 1.74E+16 1.86E+12 1.73E+11 1.20E+09 2.05E+05 5.32E+06 2.53E+03 1.09E+04 5.44E+03 5.48E+02 1.26E+03 3.53E+02 8.63E+02 9.94E+02 7.37E+02 1.91E+02 3.79E+02 0.00E+00 1.04E+02 5.81E+01 1.29E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  6.119  1.23E+24 2.26E+23 2.60E+24 5.56E+22 1.57E+22 5.40E+20 3.13E+21 1.32E+21 7.80E+20 2.01E+21 1.47E+23 1.65E+17 9.16E+12 7.25E+11 3.51E+09 3.13E+05 1.05E+07 2.88E+03 1.37E+04 6.56E+03 5.85E+02 1.37E+03 3.77E+02 9.26E+02 1.07E+03 7.90E+02 2.04E+02 4.06E+02 0.00E+00 1.12E+02 6.22E+01 1.38E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  6.308  2.80E+25 5.12E+24 6.11E+25 1.18E+24 2.97E+23 8.12E+21 5.38E+22 2.17E+22 1.26E+22 3.51E+22 3.51E+24 1.57E+18 4.50E+13 3.03E+12 1.03E+10 4.79E+05 2.07E+07 3.28E+03 1.73E+04 7.91E+03 6.23E+02 1.49E+03 4.01E+02 9.88E+02 1.14E+03 8.44E+02 2.18E+02 4.34E+02 0.00E+00 1.19E+02 6.63E+01 1.47E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  6.491  6.39E+26 1.17E+26 1.44E+27 2.50E+25 5.62E+24 1.22E+23 9.25E+23 3.57E+23 2.03E+23 6.15E+23 8.41E+25 1.49E+19 2.21E+14 1.27E+13 3.00E+10 7.32E+05 4.07E+07 3.73E+03 2.18E+04 9.54E+03 6.60E+02 1.61E+03 4.26E+02 1.05E+03 1.22E+03 8.97E+02 2.31E+02 4.61E+02 0.00E+00 1.27E+02 7.04E+01 1.57E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  6.668  1.47E+28 2.69E+27 3.41E+28 5.31E+26 1.06E+26 1.84E+24 1.59E+25 5.87E+24 3.28E+24 1.08E+25 2.01E+27 1.42E+20 1.09E+15 5.32E+13 8.78E+10 1.12E+06 8.02E+07 4.25E+03 2.76E+04 1.15E+04 6.97E+02 1.75E+03 4.50E+02 1.11E+03 1.30E+03 9.50E+02 2.45E+02 4.88E+02 0.00E+00 1.34E+02 7.45E+01 1.66E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  6.842  3.39E+29 6.21E+28 8.08E+29 1.13E+28 2.01E+27 2.76E+25 2.74E+26 9.64E+25 5.30E+25 1.89E+26 4.82E+28 1.35E+21 5.34E+15 2.22E+14 2.57E+11 1.71E+06 1.58E+08 4.83E+03 3.48E+04 1.39E+04 7.35E+02 1.89E+03 4.74E+02 1.18E+03 1.39E+03 1.00E+03 2.58E+02 5.16E+02 0.00E+00 1.41E+02 7.86E+01 1.76E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 22 A= 47: Negative-parity Spin-dependent Level Density [MeV-1] for TI 47  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.242  1.00E+00 1.00E+00 6.00E+00 0.00E+00 0.00E+00 1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.342  1.00E+00 8.33E-01 5.00E+00 0.00E+00 0.00E+00 8.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.419  1.00E+00 7.14E-01 3.07E+00 0.00E+00 6.08E-01 1.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.484  1.00E+00 7.14E-01 3.07E+00 0.00E+00 6.08E-01 1.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.541  2.00E+00 1.93E+00 1.01E+01 0.00E+00 1.32E+00 0.00E+00 6.08E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.593  2.00E+00 3.25E+00 1.91E+01 0.00E+00 1.43E+00 6.08E-01 1.22E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.640  3.00E+00 3.97E+00 2.12E+01 6.08E-01 1.43E+00 6.08E-01 1.32E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.684  4.00E+00 4.79E+00 2.32E+01 1.32E+00 1.43E+00 7.14E-01 1.32E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.726  6.00E+00 6.60E+00 3.50E+01 2.04E+00 9.96E-01 1.43E+00 1.54E+00 6.08E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.765  7.00E+00 7.89E+00 4.25E+01 2.75E+00 8.89E-01 1.50E+00 1.54E+00 1.22E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
