                    *********************************************************************************
                    *  Z= 36 A= 84: Positive-Parity Spin-dependent Level Density [MeV-1] for KR 84  *
  16.00  1.447  6.31E+06 3.35E+06 6.23E+07 3.34E+04 9.26E+04 1.51E+05 1.96E+05 2.34E+05 2.56E+05 2.70E+05 2.69E+05 2.63E+05 2.46E+05 2.27E+05 2.01E+05 1.77E+05 1.50E+05 1.27E+05 1.03E+05 8.44E+04 6.65E+04 5.25E+04 4.00E+04 3.07E+04 2.26E+04 1.68E+04 1.19E+04 8.62E+03 5.83E+03 4.05E+03 2.56E+03 1.49E+03 2.25E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.492  1.05E+07 4.98E+06 9.37E+07 4.78E+04 1.35E+05 2.19E+05 2.85E+05 3.40E+05 3.73E+05 3.95E+05 3.96E+05 3.88E+05 3.65E+05 3.38E+05 3.03E+05 2.67E+05 2.29E+05 1.94E+05 1.59E+05 1.30E+05 1.03E+05 8.15E+04 6.25E+04 4.78E+04 3.55E+04 2.64E+04 1.89E+04 1.36E+04 9.24E+03 6.36E+03 4.03E+03 2.01E+03 3.26E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.535  1.67E+07 7.41E+06 1.41E+08 6.82E+04 1.96E+05 3.16E+05 4.14E+05 4.93E+05 5.45E+05 5.76E+05 5.82E+05 5.72E+05 5.43E+05 5.05E+05 4.56E+05 4.04E+05 3.49E+05 2.96E+05 2.46E+05 2.01E+05 1.60E+05 1.26E+05 9.77E+04 7.46E+04 5.57E+04 4.14E+04 2.99E+04 2.13E+04 1.47E+04 9.98E+03 6.34E+03 2.71E+03 4.71E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.577  2.59E+07 1.10E+07 2.13E+08 9.75E+04 2.85E+05 4.57E+05 6.01E+05 7.16E+05 7.95E+05 8.41E+05 8.55E+05 8.43E+05 8.07E+05 7.53E+05 6.87E+05 6.10E+05 5.32E+05 4.53E+05 3.79E+05 3.09E+05 2.49E+05 1.96E+05 1.53E+05 1.16E+05 8.76E+04 6.49E+04 4.73E+04 3.36E+04 2.33E+04 1.57E+04 9.98E+03 3.66E+03 6.81E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.618  3.96E+07 1.64E+07 3.21E+08 1.39E+05 4.14E+05 6.60E+05 8.74E+05 1.04E+06 1.16E+06 1.23E+06 1.26E+06 1.24E+06 1.20E+06 1.12E+06 1.03E+06 9.22E+05 8.12E+05 6.93E+05 5.83E+05 4.77E+05 3.87E+05 3.04E+05 2.39E+05 1.81E+05 1.38E+05 1.02E+05 7.49E+04 5.28E+04 3.69E+04 2.46E+04 1.57E+04 4.93E+03 9.85E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.717  1.16E+08 4.46E+07 8.99E+08 3.40E+05 1.05E+06 1.66E+06 2.23E+06 2.63E+06 2.98E+06 3.16E+06 3.29E+06 3.28E+06 3.23E+06 3.06E+06 2.88E+06 2.59E+06 2.33E+06 2.00E+06 1.72E+06 1.41E+06 1.16E+06 9.10E+05 7.28E+05 5.50E+05 4.25E+05 3.13E+05 2.36E+05 1.64E+05 1.17E+05 7.61E+04 4.88E+04 1.04E+04 2.48E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.809  3.24E+08 1.22E+08 2.53E+09 8.29E+05 2.69E+06 4.16E+06 5.67E+06 6.67E+06 7.67E+06 8.15E+06 8.62E+06 8.64E+06 8.69E+06 8.31E+06 8.02E+06 7.27E+06 6.70E+06 5.79E+06 5.07E+06 4.15E+06 3.49E+06 2.73E+06 2.22E+06 1.67E+06 1.32E+06 9.63E+05 7.43E+05 5.09E+05 3.71E+05 2.35E+05 1.52E+05 2.20E+04 6.23E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.982  2.91E+09 9.14E+08 2.02E+10 4.94E+06 1.74E+07 2.62E+07 3.68E+07 4.29E+07 5.07E+07 5.40E+07 5.91E+07 6.01E+07 6.30E+07 6.15E+07 6.21E+07 5.74E+07 5.53E+07 4.84E+07 4.40E+07 3.61E+07 3.15E+07 2.45E+07 2.07E+07 1.53E+07 1.26E+07 9.12E+06 7.37E+06 4.91E+06 3.72E+06 2.25E+06 1.46E+06 9.78E+04 3.94E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.289  2.79E+11 5.43E+10 1.35E+12 1.75E+08 7.35E+08 1.04E+09 1.55E+09 1.77E+09 2.21E+09 2.38E+09 2.78E+09 2.90E+09 3.31E+09 3.36E+09 3.73E+09 3.57E+09 3.76E+09 3.38E+09 3.32E+09 2.74E+09 2.57E+09 1.97E+09 1.80E+09 1.30E+09 1.15E+09 8.18E+08 7.25E+08 4.57E+08 3.75E+08 2.05E+08 1.37E+08 1.94E+06 1.58E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.559  1.76E+13 3.40E+12 9.33E+13 6.20E+09 3.10E+10 4.14E+10 6.51E+10 7.31E+10 9.68E+10 1.05E+11 1.31E+11 1.40E+11 1.74E+11 1.84E+11 2.24E+11 2.22E+11 2.56E+11 2.36E+11 2.51E+11 2.08E+11 2.10E+11 1.59E+11 1.56E+11 1.10E+11 1.06E+11 7.34E+10 7.14E+10 4.25E+10 7.47E+08 1.87E+10 1.27E+10 3.85E+07 6.30E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.803  1.18E+15 2.29E+14 6.84E+15 2.20E+11 1.31E+12 1.64E+12 2.74E+12 3.02E+12 4.23E+12 4.60E+12 6.16E+12 6.79E+12 9.13E+12 1.01E+13 1.35E+13 1.38E+13 1.74E+13 1.65E+13 1.89E+13 1.58E+13 1.71E+13 1.28E+13 1.35E+13 9.33E+12 9.67E+12 6.58E+12 7.02E+12 3.95E+12 1.49E+09 1.71E+12 1.19E+12 7.62E+08 2.52E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  3.028  8.35E+16 1.62E+16 5.22E+17 7.79E+12 5.51E+13 6.53E+13 1.15E+14 1.25E+14 1.85E+14 2.02E+14 2.90E+14 3.28E+14 4.80E+14 5.50E+14 8.08E+14 8.61E+14 1.19E+15 1.15E+15 1.43E+15 1.19E+15 1.39E+15 1.03E+15 1.18E+15 7.90E+14 8.85E+14 5.90E+14 6.91E+14 3.67E+14 2.96E+09 1.56E+14 1.11E+14 1.51E+10 1.01E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.237  6.19E+18 1.21E+18 4.10E+19 2.76E+14 2.32E+15 2.59E+15 4.84E+15 5.14E+15 8.07E+15 8.89E+15 1.36E+16 1.59E+16 2.52E+16 3.01E+16 4.85E+16 5.36E+16 8.09E+16 8.06E+16 1.08E+17 9.06E+16 1.14E+17 8.30E+16 1.02E+17 6.69E+16 8.10E+16 5.29E+16 6.80E+16 3.42E+16 5.89E+09 1.42E+16 1.03E+16 3.00E+11 4.04E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.433  4.77E+20 9.29E+19 3.31E+21 9.78E+15 9.80E+16 1.03E+17 2.04E+17 2.12E+17 3.53E+17 3.91E+17 6.41E+17 7.68E+17 1.32E+18 1.65E+18 2.91E+18 3.33E+18 5.51E+18 5.63E+18 8.12E+18 6.87E+18 9.28E+18 6.68E+18 8.85E+18 5.67E+18 7.42E+18 4.74E+18 6.69E+18 3.18E+18 1.17E+10 1.30E+18 9.62E+17 5.94E+12 1.61E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  3.619  3.78E+22 7.38E+21 2.73E+23 3.47E+17 4.13E+18 4.09E+18 8.57E+18 8.76E+18 1.54E+19 1.72E+19 3.01E+19 3.71E+19 6.95E+19 9.01E+19 1.75E+20 2.07E+20 3.75E+20 3.94E+20 6.13E+20 5.21E+20 7.57E+20 5.38E+20 7.68E+20 4.80E+20 6.79E+20 4.25E+20 6.58E+20 2.96E+20 2.33E+10 1.18E+20 8.97E+19 1.18E+14 6.46E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  3.795  3.08E+24 6.01E+23 2.29E+25 1.23E+19 1.74E+20 1.62E+20 3.61E+20 3.62E+20 6.74E+20 7.57E+20 1.42E+21 1.79E+21 3.65E+21 4.93E+21 1.05E+22 1.29E+22 2.55E+22 2.75E+22 4.62E+22 3.95E+22 6.17E+22 4.34E+22 6.67E+22 4.07E+22 6.22E+22 3.82E+22 6.48E+22 2.75E+22 4.64E+10 1.08E+22 8.36E+21 2.34E+15 2.58E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  3.964  2.55E+26 4.99E+25 1.95E+27 4.35E+20 7.35E+21 6.45E+21 1.52E+22 1.49E+22 2.94E+22 3.33E+22 6.67E+22 8.68E+22 1.92E+23 2.70E+23 6.31E+23 8.03E+23 1.74E+24 1.92E+24 3.49E+24 2.99E+24 5.03E+24 3.49E+24 5.79E+24 3.45E+24 5.69E+24 3.42E+24 6.37E+24 2.56E+24 9.23E+10 9.86E+23 7.80E+23 4.63E+16 1.03E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.126  2.15E+28 4.21E+27 1.68E+29 1.54E+22 3.10E+23 2.56E+23 6.38E+23 6.17E+23 1.29E+24 1.46E+24 3.14E+24 4.20E+24 1.01E+25 1.47E+25 3.79E+25 5.00E+25 1.18E+26 1.34E+26 2.63E+26 2.27E+26 4.10E+26 2.81E+26 5.02E+26 2.92E+26 5.21E+26 3.07E+26 6.27E+26 2.38E+26 1.84E+11 8.99E+25 7.27E+25 9.19E+17 4.13E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.282  1.84E+30 3.60E+29 1.46E+31 5.47E+23 1.31E+25 1.02E+25 2.68E+25 2.55E+25 5.62E+25 6.44E+25 1.48E+26 2.03E+26 5.29E+26 8.07E+26 2.28E+27 3.11E+27 8.06E+27 9.38E+27 1.99E+28 1.72E+28 3.35E+28 2.27E+28 4.36E+28 2.47E+28 4.77E+28 2.75E+28 6.17E+28 2.21E+28 3.66E+11 8.21E+27 6.78E+27 1.82E+19 1.65E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  4.432  1.60E+32 3.12E+31 1.29E+33 1.94E+25 5.51E+26 4.04E+26 1.13E+27 1.05E+27 2.46E+27 2.83E+27 6.94E+27 9.81E+27 2.78E+28 4.41E+28 1.37E+29 1.94E+29 5.49E+29 6.55E+29 1.50E+30 1.31E+30 2.73E+30 1.83E+30 3.79E+30 2.10E+30 4.37E+30 2.47E+30 6.07E+30 2.06E+30 7.28E+11 7.49E+29 6.32E+29 3.61E+20 6.62E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  4.577  1.40E+34 2.73E+33 1.14E+35 6.87E+26 2.32E+28 1.60E+28 4.75E+28 4.34E+28 1.07E+29 1.25E+29 3.26E+29 4.74E+29 1.46E+30 2.41E+30 8.21E+30 1.20E+31 3.74E+31 4.58E+31 1.13E+32 9.90E+31 2.23E+32 1.47E+32 3.29E+32 1.77E+32 4.00E+32 2.21E+32 5.97E+32 1.91E+32 1.45E+12 6.83E+31 5.89E+31 7.16E+21 2.65E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  4.718  1.24E+36 2.42E+35 1.02E+37 2.43E+28 9.79E+29 6.37E+29 2.00E+30 1.79E+30 4.69E+30 5.48E+30 1.54E+31 2.29E+31 7.67E+31 1.32E+32 4.93E+32 7.50E+32 2.55E+33 3.20E+33 8.53E+33 7.50E+33 1.81E+34 1.18E+34 2.85E+34 1.50E+34 3.66E+34 1.98E+34 5.88E+34 1.78E+34 2.88E+12 6.24E+33 5.49E+33 1.42E+23 1.06E+28 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  4.855  1.10E+38 2.15E+37 9.23E+38 8.62E+29 4.13E+31 2.53E+31 8.41E+31 7.40E+31 2.05E+32 2.41E+32 7.22E+32 1.11E+33 4.03E+33 7.23E+33 2.96E+34 4.67E+34 1.73E+35 2.23E+35 6.44E+35 5.69E+35 1.48E+36 9.54E+35 2.48E+36 1.27E+36 3.35E+36 1.78E+36 5.78E+36 1.65E+36 5.74E+12 5.69E+35 5.12E+35 2.81E+24 4.24E+29 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  4.988  9.89E+39 1.93E+39 8.37E+40 3.06E+31 1.74E+33 1.00E+33 3.54E+33 3.06E+33 8.96E+33 1.06E+34 3.40E+34 5.36E+34 2.12E+35 3.95E+35 1.78E+36 2.90E+36 1.18E+37 1.56E+37 4.86E+37 4.31E+37 1.21E+38 7.68E+37 2.15E+38 1.08E+38 3.07E+38 1.60E+38 5.69E+38 1.54E+38 1.14E+13 5.19E+37 4.77E+37 5.58E+25 1.69E+31 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  5.118  8.94E+41 1.75E+41 7.64E+42 1.08E+33 7.34E+34 3.99E+34 1.49E+35 1.26E+35 3.92E+35 4.66E+35 1.60E+36 2.59E+36 1.11E+37 2.16E+37 1.07E+38 1.81E+38 8.04E+38 1.09E+39 3.66E+39 3.27E+39 9.84E+39 6.19E+39 1.86E+40 9.14E+39 2.81E+40 1.43E+40 5.60E+40 1.43E+40 2.27E+13 4.74E+39 4.45E+39 1.11E+27 6.78E+32 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 36 A= 84: Negative-parity Spin-dependent Level Density [MeV-1] for KR 84  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.181  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.256  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.313  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.362  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.405  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.443  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.479  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.512  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.543  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.572  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
