                    *********************************************************************************
                    *  Z= 71 A=177: Positive-Parity Spin-dependent Level Density [MeV-1] for LU177  *
  70.00  2.086  9.35E+18 6.79E+17 1.48E+19 5.82E+15 1.16E+16 2.40E+16 4.98E+16 4.31E+16 4.70E+16 3.46E+16 4.62E+16 5.43E+16 4.89E+16 3.96E+16 4.10E+16 3.66E+16 3.20E+16 2.74E+16 2.09E+16 2.18E+16 1.49E+16 1.45E+16 1.36E+16 1.10E+16 8.62E+15 7.37E+15 6.13E+15 5.31E+15 3.94E+15 3.54E+15 2.87E+15 1.90E+15 1.27E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.230  1.95E+19 1.36E+18 2.96E+19 1.16E+16 2.32E+16 4.79E+16 9.94E+16 8.61E+16 9.38E+16 6.91E+16 9.22E+16 1.09E+17 9.78E+16 7.91E+16 8.18E+16 7.31E+16 6.39E+16 5.47E+16 4.17E+16 4.35E+16 2.97E+16 2.90E+16 2.73E+16 2.21E+16 1.72E+16 1.47E+16 1.23E+16 1.06E+16 7.87E+15 7.08E+15 5.74E+15 3.80E+15 2.54E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.365  3.99E+19 2.71E+18 5.92E+19 2.32E+16 4.62E+16 9.57E+16 1.99E+17 1.72E+17 1.87E+17 1.38E+17 1.84E+17 2.17E+17 1.95E+17 1.58E+17 1.63E+17 1.46E+17 1.28E+17 1.09E+17 8.34E+16 8.69E+16 5.94E+16 5.79E+16 5.45E+16 4.41E+16 3.44E+16 2.94E+16 2.45E+16 2.12E+16 1.57E+16 1.42E+16 1.15E+16 7.61E+15 5.08E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.493  8.05E+19 5.42E+18 1.18E+20 4.63E+16 9.23E+16 1.91E+17 3.97E+17 3.43E+17 3.74E+17 2.76E+17 3.68E+17 4.33E+17 3.90E+17 3.16E+17 3.27E+17 2.92E+17 2.55E+17 2.18E+17 1.67E+17 1.74E+17 1.19E+17 1.16E+17 1.09E+17 8.81E+16 6.88E+16 5.88E+16 4.90E+16 4.24E+16 3.15E+16 2.83E+16 2.29E+16 1.52E+16 1.02E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.615  1.62E+20 1.08E+19 2.36E+20 9.24E+16 1.84E+17 3.82E+17 7.92E+17 6.86E+17 7.48E+17 5.51E+17 7.35E+17 8.65E+17 7.80E+17 6.31E+17 6.53E+17 5.83E+17 5.10E+17 4.37E+17 3.33E+17 3.47E+17 2.37E+17 2.31E+17 2.18E+17 1.76E+17 1.38E+17 1.18E+17 9.79E+16 8.47E+16 6.29E+16 5.66E+16 4.58E+16 3.04E+16 2.03E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.731  3.24E+20 2.16E+19 4.72E+20 1.85E+17 3.68E+17 7.62E+17 1.58E+18 1.37E+18 1.49E+18 1.10E+18 1.47E+18 1.73E+18 1.56E+18 1.26E+18 1.30E+18 1.16E+18 1.02E+18 8.72E+17 6.65E+17 6.94E+17 4.74E+17 4.62E+17 4.35E+17 3.52E+17 2.75E+17 2.35E+17 1.96E+17 1.69E+17 1.26E+17 1.13E+17 9.16E+16 6.08E+16 4.06E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.842  6.48E+20 4.32E+19 9.43E+20 3.68E+17 7.35E+17 1.52E+18 3.16E+18 2.74E+18 2.98E+18 2.20E+18 2.93E+18 3.45E+18 3.11E+18 2.52E+18 2.60E+18 2.33E+18 2.04E+18 1.74E+18 1.33E+18 1.39E+18 9.47E+17 9.24E+17 8.70E+17 7.04E+17 5.50E+17 4.70E+17 3.91E+17 3.39E+17 2.51E+17 2.26E+17 1.83E+17 1.21E+17 8.11E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.950  1.30E+21 8.63E+19 1.88E+21 7.36E+17 1.47E+18 3.04E+18 6.32E+18 5.46E+18 5.96E+18 4.39E+18 5.86E+18 6.90E+18 6.22E+18 5.03E+18 5.20E+18 4.65E+18 4.07E+18 3.48E+18 2.65E+18 2.77E+18 1.89E+18 1.85E+18 1.74E+18 1.41E+18 1.10E+18 9.39E+17 7.82E+17 6.77E+17 5.02E+17 4.52E+17 3.66E+17 2.43E+17 1.62E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.053  2.59E+21 1.72E+20 3.77E+21 1.47E+18 2.93E+18 6.07E+18 1.26E+19 1.09E+19 1.19E+19 8.76E+18 1.17E+19 1.38E+19 1.24E+19 1.00E+19 1.04E+19 9.28E+18 8.13E+18 6.96E+18 5.31E+18 5.54E+18 3.78E+18 3.69E+18 3.47E+18 2.81E+18 2.20E+18 1.88E+18 1.56E+18 1.35E+18 1.00E+18 9.03E+17 7.32E+17 4.86E+17 3.24E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.153  5.17E+21 3.44E+20 7.52E+21 2.93E+18 5.85E+18 1.21E+19 2.52E+19 2.18E+19 2.38E+19 1.75E+19 2.34E+19 2.75E+19 2.48E+19 2.01E+19 2.08E+19 1.86E+19 1.62E+19 1.39E+19 1.06E+19 1.11E+19 7.56E+18 7.37E+18 6.94E+18 5.62E+18 4.39E+18 3.75E+18 3.12E+18 2.70E+18 2.01E+18 1.81E+18 1.46E+18 9.71E+17 6.48E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.250  1.03E+22 6.88E+20 1.50E+22 5.86E+18 1.17E+19 2.42E+19 5.04E+19 4.35E+19 4.75E+19 3.49E+19 4.67E+19 5.50E+19 4.96E+19 4.01E+19 4.15E+19 3.71E+19 3.25E+19 2.78E+19 2.12E+19 2.21E+19 1.51E+19 1.47E+19 1.39E+19 1.12E+19 8.77E+18 7.50E+18 6.25E+18 5.41E+18 4.01E+18 3.61E+18 2.93E+18 1.94E+18 1.30E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.345  2.07E+22 1.37E+21 3.00E+22 1.17E+19 2.33E+19 4.83E+19 1.01E+20 8.70E+19 9.49E+19 6.98E+19 9.33E+19 1.10E+20 9.90E+19 8.01E+19 8.29E+19 7.41E+19 6.48E+19 5.55E+19 4.23E+19 4.42E+19 3.02E+19 2.95E+19 2.77E+19 2.24E+19 1.75E+19 1.50E+19 1.25E+19 1.08E+19 8.02E+18 7.22E+18 5.85E+18 3.88E+18 2.59E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.436  4.13E+22 2.75E+21 6.00E+22 2.33E+19 4.66E+19 9.65E+19 2.01E+20 1.74E+20 1.89E+20 1.39E+20 1.86E+20 2.19E+20 1.98E+20 1.60E+20 1.66E+20 1.48E+20 1.30E+20 1.11E+20 8.46E+19 8.83E+19 6.03E+19 5.89E+19 5.54E+19 4.49E+19 3.50E+19 3.00E+19 2.50E+19 2.16E+19 1.60E+19 1.44E+19 1.17E+19 7.76E+18 5.18E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.526  8.24E+22 5.49E+21 1.20E+23 4.66E+19 9.30E+19 1.93E+20 4.01E+20 3.47E+20 3.78E+20 2.78E+20 3.72E+20 4.38E+20 3.95E+20 3.20E+20 3.31E+20 2.96E+20 2.59E+20 2.22E+20 1.69E+20 1.76E+20 1.20E+20 1.18E+20 1.11E+20 8.97E+19 7.00E+19 5.99E+19 4.99E+19 4.32E+19 3.21E+19 2.88E+19 2.34E+19 1.55E+19 1.04E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
