                    *********************************************************************************
                    *  Z= 55 A=135: Positive-Parity Spin-dependent Level Density [MeV-1] for CS135  *
  70.00  2.388  8.68E+16 6.29E+15 1.40E+17 7.24E+13 1.43E+14 2.08E+14 2.67E+14 3.18E+14 3.61E+14 3.95E+14 4.19E+14 4.31E+14 4.33E+14 4.25E+14 4.08E+14 3.84E+14 3.53E+14 3.17E+14 2.79E+14 2.39E+14 2.01E+14 1.64E+14 1.31E+14 1.01E+14 7.64E+13 5.60E+13 3.98E+13 2.74E+13 1.81E+13 1.23E+13 6.60E+12 7.59E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.553  1.81E+17 1.26E+16 2.80E+17 1.44E+14 2.85E+14 4.15E+14 5.31E+14 6.34E+14 7.20E+14 7.88E+14 8.35E+14 8.60E+14 8.64E+14 8.47E+14 8.14E+14 7.65E+14 7.04E+14 6.33E+14 5.56E+14 4.77E+14 4.00E+14 3.27E+14 2.61E+14 2.02E+14 1.52E+14 1.12E+14 7.95E+13 5.47E+13 3.61E+13 2.45E+13 1.32E+13 1.51E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.708  3.69E+17 2.50E+16 5.59E+17 2.88E+14 5.68E+14 8.28E+14 1.06E+15 1.26E+15 1.44E+15 1.57E+15 1.67E+15 1.72E+15 1.72E+15 1.69E+15 1.62E+15 1.53E+15 1.40E+15 1.26E+15 1.11E+15 9.52E+14 7.98E+14 6.53E+14 5.20E+14 4.04E+14 3.04E+14 2.23E+14 1.59E+14 1.09E+14 7.21E+13 4.89E+13 2.63E+13 3.02E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.854  7.44E+17 4.99E+16 1.11E+18 5.73E+14 1.13E+15 1.65E+15 2.11E+15 2.52E+15 2.86E+15 3.13E+15 3.32E+15 3.42E+15 3.43E+15 3.37E+15 3.24E+15 3.05E+15 2.80E+15 2.52E+15 2.21E+15 1.90E+15 1.59E+15 1.30E+15 1.04E+15 8.06E+14 6.07E+14 4.45E+14 3.16E+14 2.18E+14 1.44E+14 9.75E+13 5.25E+13 6.03E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.994  1.49E+18 9.96E+16 2.22E+18 1.14E+15 2.26E+15 3.29E+15 4.21E+15 5.02E+15 5.70E+15 6.25E+15 6.62E+15 6.82E+15 6.85E+15 6.72E+15 6.45E+15 6.07E+15 5.59E+15 5.03E+15 4.42E+15 3.79E+15 3.18E+15 2.60E+15 2.07E+15 1.61E+15 1.21E+15 8.88E+14 6.32E+14 4.35E+14 2.87E+14 1.95E+14 1.05E+14 1.20E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  3.127  2.98E+18 1.99E+17 4.43E+18 2.28E+15 4.50E+15 6.56E+15 8.39E+15 1.00E+16 1.14E+16 1.25E+16 1.32E+16 1.36E+16 1.37E+16 1.34E+16 1.29E+16 1.21E+16 1.11E+16 1.00E+16 8.82E+15 7.57E+15 6.34E+15 5.19E+15 4.14E+15 3.21E+15 2.42E+15 1.77E+15 1.26E+15 8.68E+14 5.73E+14 3.88E+14 2.09E+14 2.40E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.255  5.95E+18 3.96E+17 8.84E+18 4.54E+15 8.97E+15 1.31E+16 1.67E+16 2.00E+16 2.27E+16 2.48E+16 2.63E+16 2.71E+16 2.72E+16 2.67E+16 2.57E+16 2.42E+16 2.22E+16 2.00E+16 1.76E+16 1.51E+16 1.27E+16 1.03E+16 8.25E+15 6.40E+15 4.82E+15 3.54E+15 2.52E+15 1.73E+15 1.14E+15 7.75E+14 4.17E+14 4.78E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.377  1.19E+19 7.90E+17 1.76E+19 9.05E+15 1.79E+16 2.61E+16 3.33E+16 3.98E+16 4.52E+16 4.95E+16 5.25E+16 5.41E+16 5.43E+16 5.33E+16 5.12E+16 4.82E+16 4.43E+16 3.99E+16 3.51E+16 3.01E+16 2.53E+16 2.06E+16 1.65E+16 1.28E+16 9.63E+15 7.06E+15 5.02E+15 3.46E+15 2.28E+15 1.55E+15 8.32E+14 9.54E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.496  2.37E+19 1.58E+18 3.52E+19 1.80E+16 3.56E+16 5.19E+16 6.65E+16 7.94E+16 9.01E+16 9.87E+16 1.05E+17 1.08E+17 1.08E+17 1.06E+17 1.02E+17 9.61E+16 8.84E+16 7.96E+16 7.00E+16 6.01E+16 5.04E+16 4.12E+16 3.29E+16 2.55E+16 1.92E+16 1.41E+16 1.00E+16 6.90E+15 4.56E+15 3.09E+15 1.66E+15 1.90E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.611  4.73E+19 3.14E+18 7.02E+19 3.60E+16 7.10E+16 1.04E+17 1.33E+17 1.58E+17 1.80E+17 1.97E+17 2.09E+17 2.15E+17 2.16E+17 2.12E+17 2.04E+17 1.92E+17 1.76E+17 1.59E+17 1.40E+17 1.20E+17 1.01E+17 8.22E+16 6.56E+16 5.09E+16 3.83E+16 2.81E+16 2.00E+16 1.38E+16 9.10E+15 6.16E+15 3.31E+15 3.80E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.722  9.43E+19 6.27E+18 1.40E+20 7.17E+16 1.42E+17 2.06E+17 2.64E+17 3.15E+17 3.58E+17 3.92E+17 4.16E+17 4.29E+17 4.31E+17 4.23E+17 4.06E+17 3.83E+17 3.52E+17 3.17E+17 2.79E+17 2.39E+17 2.01E+17 1.64E+17 1.31E+17 1.02E+17 7.65E+16 5.61E+16 3.99E+16 2.75E+16 1.82E+16 1.23E+16 6.61E+15 7.58E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.830  1.88E+20 1.25E+19 2.79E+20 1.43E+17 2.82E+17 4.11E+17 5.27E+17 6.29E+17 7.14E+17 7.82E+17 8.29E+17 8.55E+17 8.59E+17 8.44E+17 8.10E+17 7.63E+17 7.02E+17 6.32E+17 5.56E+17 4.77E+17 4.00E+17 3.27E+17 2.61E+17 2.03E+17 1.53E+17 1.12E+17 7.97E+16 5.48E+16 3.62E+16 2.45E+16 1.32E+16 1.51E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.935  3.75E+20 2.49E+19 5.57E+20 2.85E+17 5.63E+17 8.20E+17 1.05E+18 1.25E+18 1.42E+18 1.56E+18 1.65E+18 1.70E+18 1.71E+18 1.68E+18 1.62E+18 1.52E+18 1.40E+18 1.26E+18 1.11E+18 9.52E+17 7.99E+17 6.53E+17 5.21E+17 4.05E+17 3.05E+17 2.24E+17 1.59E+17 1.09E+17 7.23E+16 4.90E+16 2.63E+16 3.01E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  4.037  7.48E+20 4.97E+19 1.11E+21 5.68E+17 1.12E+18 1.63E+18 2.09E+18 2.50E+18 2.84E+18 3.11E+18 3.30E+18 3.40E+18 3.42E+18 3.35E+18 3.22E+18 3.04E+18 2.79E+18 2.51E+18 2.21E+18 1.90E+18 1.59E+18 1.30E+18 1.04E+18 8.07E+17 6.08E+17 4.46E+17 3.17E+17 2.18E+17 1.44E+17 9.77E+16 5.25E+16 6.01E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
