                    *********************************************************************************
                    *  Z= 82 A=208: Positive-Parity Spin-dependent Level Density [MeV-1] for PB208  *
  16.00  0.920  7.09E+06 4.29E+06 7.47E+07 4.15E+04 1.23E+05 1.97E+05 2.61E+05 3.12E+05 3.49E+05 3.69E+05 3.75E+05 3.66E+05 3.45E+05 3.13E+05 2.76E+05 2.35E+05 1.94E+05 1.55E+05 1.20E+05 8.88E+04 6.32E+04 4.30E+04 2.79E+04 1.72E+04 1.01E+04 5.56E+03 2.16E+03 1.03E+03 4.90E+02 1.74E+02 5.79E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.948  1.27E+07 7.00E+06 1.23E+08 6.61E+04 1.96E+05 3.15E+05 4.18E+05 5.01E+05 5.60E+05 5.94E+05 6.05E+05 5.92E+05 5.59E+05 5.11E+05 4.52E+05 3.87E+05 3.23E+05 2.60E+05 2.03E+05 1.53E+05 1.11E+05 7.74E+04 5.18E+04 3.28E+04 1.98E+04 1.11E+04 3.20E+03 1.36E+03 6.44E+02 2.28E+02 7.48E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.976  2.20E+07 1.14E+07 2.04E+08 1.05E+05 3.15E+05 5.04E+05 6.70E+05 8.03E+05 9.00E+05 9.55E+05 9.76E+05 9.57E+05 9.08E+05 8.32E+05 7.41E+05 6.39E+05 5.36E+05 4.36E+05 3.44E+05 2.63E+05 1.95E+05 1.39E+05 9.63E+04 6.26E+04 3.87E+04 2.20E+04 4.76E+03 1.80E+03 7.98E+02 2.81E+02 9.16E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.002  3.70E+07 1.87E+07 3.39E+08 1.68E+05 5.04E+05 8.07E+05 1.07E+06 1.29E+06 1.45E+06 1.54E+06 1.57E+06 1.55E+06 1.47E+06 1.36E+06 1.21E+06 1.05E+06 8.91E+05 7.31E+05 5.83E+05 4.53E+05 3.42E+05 2.51E+05 1.79E+05 1.19E+05 7.58E+04 4.38E+04 7.07E+03 2.37E+03 9.52E+02 3.34E+02 1.08E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.028  6.17E+07 3.07E+07 5.62E+08 2.67E+05 8.06E+05 1.29E+06 1.72E+06 2.06E+06 2.32E+06 2.47E+06 2.54E+06 2.50E+06 2.39E+06 2.21E+06 1.99E+06 1.74E+06 1.48E+06 1.23E+06 9.89E+05 7.79E+05 6.01E+05 4.52E+05 3.32E+05 2.28E+05 1.48E+05 8.72E+04 1.05E+04 3.13E+03 1.11E+03 3.87E+02 1.25E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.091  2.32E+08 1.06E+08 2.02E+09 8.56E+05 2.62E+06 4.18E+06 5.59E+06 6.72E+06 7.60E+06 8.11E+06 8.39E+06 8.32E+06 8.04E+06 7.51E+06 6.86E+06 6.06E+06 5.28E+06 4.46E+06 3.70E+06 3.03E+06 2.46E+06 1.97E+06 1.56E+06 1.15E+06 7.95E+05 4.87E+05 2.82E+04 6.27E+03 1.49E+03 5.21E+02 1.67E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.150  8.25E+08 3.68E+08 7.34E+09 2.74E+06 8.49E+06 1.36E+07 1.82E+07 2.19E+07 2.49E+07 2.66E+07 2.77E+07 2.77E+07 2.70E+07 2.55E+07 2.36E+07 2.12E+07 1.88E+07 1.62E+07 1.38E+07 1.18E+07 1.00E+07 8.58E+06 7.34E+06 5.79E+06 4.26E+06 2.72E+06 7.60E+04 1.26E+04 2.01E+03 6.54E+02 2.09E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.260  1.34E+10 4.65E+09 1.04E+11 2.81E+07 8.94E+07 1.42E+08 1.92E+08 2.32E+08 2.66E+08 2.86E+08 3.03E+08 3.06E+08 3.04E+08 2.93E+08 2.80E+08 2.58E+08 2.38E+08 2.15E+08 1.94E+08 1.78E+08 1.68E+08 1.63E+08 1.62E+08 1.47E+08 1.22E+08 8.49E+07 5.50E+05 5.04E+04 3.66E+03 9.20E+02 2.93E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.454  4.97E+12 9.86E+11 2.93E+13 2.96E+09 9.91E+09 1.57E+10 2.14E+10 2.61E+10 3.05E+10 3.31E+10 3.61E+10 3.74E+10 3.87E+10 3.89E+10 3.93E+10 3.84E+10 3.83E+10 3.76E+10 3.80E+10 4.05E+10 4.67E+10 5.85E+10 7.93E+10 9.46E+10 1.01E+11 8.27E+10 2.88E+07 8.12E+05 1.21E+04 1.45E+03 4.62E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.626  1.97E+13 1.97E+12 5.86E+13 5.90E+09 1.97E+10 3.12E+10 4.27E+10 5.20E+10 6.07E+10 6.60E+10 7.19E+10 7.46E+10 7.70E+10 7.75E+10 7.82E+10 7.65E+10 7.64E+10 7.51E+10 7.58E+10 8.08E+10 9.32E+10 1.17E+11 1.59E+11 1.89E+11 2.02E+11 1.65E+11 1.51E+09 1.31E+07 3.99E+04 1.99E+03 6.30E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.781  4.96E+13 4.00E+12 1.21E+14 1.17E+10 3.93E+10 6.22E+10 8.50E+10 1.04E+11 1.21E+11 1.31E+11 1.43E+11 1.49E+11 1.53E+11 1.54E+11 1.56E+11 1.52E+11 1.52E+11 1.50E+11 1.51E+11 1.61E+11 1.86E+11 2.33E+11 3.17E+11 3.78E+11 4.04E+11 3.30E+11 7.90E+10 2.11E+08 1.32E+05 2.71E+03 7.98E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.924  1.29E+14 1.20E+13 4.28E+14 2.34E+10 7.83E+10 1.24E+11 1.69E+11 2.06E+11 2.41E+11 2.62E+11 2.85E+11 2.96E+11 3.06E+11 3.08E+11 3.11E+11 3.04E+11 3.04E+11 2.99E+11 3.02E+11 3.22E+11 3.72E+11 4.66E+11 6.33E+11 7.55E+11 8.08E+11 6.60E+11 4.14E+12 3.39E+09 4.36E+05 3.71E+03 9.67E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.057  1.35E+15 2.32E+14 1.06E+16 4.65E+10 1.56E+11 2.46E+11 3.37E+11 4.11E+11 4.79E+11 5.21E+11 5.68E+11 5.89E+11 6.09E+11 6.13E+11 6.19E+11 6.05E+11 6.05E+11 5.95E+11 6.02E+11 6.42E+11 7.42E+11 9.30E+11 1.26E+12 1.51E+12 1.61E+12 1.32E+12 2.17E+14 5.47E+10 1.44E+06 5.07E+03 1.13E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.182  5.94E+16 1.14E+16 5.34E+17 9.26E+10 3.10E+11 4.91E+11 6.71E+11 8.18E+11 9.55E+11 1.04E+12 1.13E+12 1.17E+12 1.21E+12 1.22E+12 1.23E+12 1.21E+12 1.21E+12 1.19E+12 1.20E+12 1.28E+12 1.48E+12 1.86E+12 2.53E+12 3.01E+12 3.23E+12 2.64E+12 1.13E+16 8.81E+11 4.77E+06 6.92E+03 1.30E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.300  3.09E+18 5.94E+17 2.79E+19 1.84E+11 6.18E+11 9.77E+11 1.34E+12 1.63E+12 1.90E+12 2.07E+12 2.25E+12 2.34E+12 2.42E+12 2.43E+12 2.46E+12 2.41E+12 2.41E+12 2.37E+12 2.40E+12 2.56E+12 2.96E+12 3.71E+12 5.05E+12 6.02E+12 6.45E+12 5.27E+12 5.94E+17 1.42E+13 1.58E+07 9.46E+03 1.50E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.412  1.62E+20 3.11E+19 1.46E+21 3.67E+11 1.23E+12 1.94E+12 2.66E+12 3.24E+12 3.78E+12 4.11E+12 4.49E+12 4.66E+12 4.81E+12 4.85E+12 4.90E+12 4.79E+12 4.80E+12 4.72E+12 4.78E+12 5.11E+12 5.90E+12 7.41E+12 1.01E+13 1.20E+13 1.29E+13 1.05E+13 3.11E+19 2.28E+14 5.21E+07 1.29E+04 1.72E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.519  8.46E+21 1.63E+21 7.66E+22 7.30E+11 2.45E+12 3.87E+12 5.29E+12 6.46E+12 7.54E+12 8.19E+12 8.94E+12 9.28E+12 9.59E+12 9.66E+12 9.77E+12 9.56E+12 9.56E+12 9.42E+12 9.54E+12 1.02E+13 1.18E+13 1.48E+13 2.01E+13 2.41E+13 2.58E+13 2.11E+13 1.63E+21 3.68E+15 1.72E+08 1.77E+04 1.97E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.622  4.43E+23 8.53E+22 4.01E+24 1.45E+12 4.87E+12 7.71E+12 1.05E+13 1.29E+13 1.50E+13 1.63E+13 1.78E+13 1.85E+13 1.91E+13 1.92E+13 1.95E+13 1.91E+13 1.91E+13 1.88E+13 1.90E+13 2.03E+13 2.35E+13 2.96E+13 4.03E+13 4.81E+13 5.15E+13 4.21E+13 8.53E+22 5.93E+16 5.69E+08 2.42E+04 2.27E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.721  2.32E+25 4.47E+24 2.10E+26 2.89E+12 9.70E+12 1.53E+13 2.10E+13 2.56E+13 2.99E+13 3.25E+13 3.54E+13 3.68E+13 3.81E+13 3.83E+13 3.88E+13 3.80E+13 3.80E+13 3.75E+13 3.79E+13 4.06E+13 4.70E+13 5.91E+13 8.04E+13 9.61E+13 1.03E+14 8.42E+13 4.47E+24 9.55E+17 1.88E+09 3.30E+04 2.60E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.817  1.22E+27 2.34E+26 1.10E+28 5.76E+12 1.93E+13 3.05E+13 4.18E+13 5.10E+13 5.95E+13 6.47E+13 7.06E+13 7.33E+13 7.58E+13 7.64E+13 7.73E+13 7.57E+13 7.58E+13 7.47E+13 7.57E+13 8.10E+13 9.38E+13 1.18E+14 1.61E+14 1.92E+14 2.06E+14 1.68E+14 2.34E+26 1.54E+19 6.21E+09 4.51E+04 2.99E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.909  6.36E+28 1.23E+28 5.76E+29 1.15E+13 3.85E+13 6.08E+13 8.32E+13 1.01E+14 1.18E+14 1.29E+14 1.41E+14 1.46E+14 1.51E+14 1.52E+14 1.54E+14 1.51E+14 1.51E+14 1.49E+14 1.51E+14 1.62E+14 1.87E+14 2.36E+14 3.21E+14 3.84E+14 4.11E+14 3.36E+14 1.23E+28 2.48E+20 2.05E+10 6.17E+04 3.43E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  2.998  3.33E+30 6.42E+29 3.02E+31 2.28E+13 7.66E+13 1.21E+14 1.66E+14 2.02E+14 2.36E+14 2.57E+14 2.80E+14 2.91E+14 3.01E+14 3.03E+14 3.07E+14 3.01E+14 3.01E+14 2.97E+14 3.01E+14 3.22E+14 3.74E+14 4.70E+14 6.41E+14 7.67E+14 8.22E+14 6.73E+14 6.42E+29 3.99E+21 6.79E+10 8.43E+04 3.94E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.085  1.75E+32 3.36E+31 1.58E+33 4.54E+13 1.52E+14 2.41E+14 3.30E+14 4.02E+14 4.70E+14 5.11E+14 5.58E+14 5.79E+14 6.00E+14 6.04E+14 6.12E+14 5.99E+14 6.01E+14 5.93E+14 6.01E+14 6.44E+14 7.46E+14 9.40E+14 1.28E+15 1.53E+15 1.64E+15 1.34E+15 3.36E+31 6.43E+22 2.24E+11 1.15E+05 4.52E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.170  9.14E+33 1.76E+33 8.27E+34 9.04E+13 3.04E+14 4.80E+14 6.57E+14 8.01E+14 9.36E+14 1.02E+15 1.11E+15 1.15E+15 1.19E+15 1.20E+15 1.22E+15 1.19E+15 1.20E+15 1.18E+15 1.20E+15 1.28E+15 1.49E+15 1.88E+15 2.56E+15 3.06E+15 3.28E+15 2.69E+15 1.76E+33 1.03E+24 7.41E+11 1.57E+05 5.19E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.252  4.79E+35 9.21E+34 4.33E+36 1.80E+14 6.04E+14 9.56E+14 1.31E+15 1.59E+15 1.86E+15 2.03E+15 2.21E+15 2.30E+15 2.38E+15 2.40E+15 2.43E+15 2.38E+15 2.39E+15 2.36E+15 2.39E+15 2.56E+15 2.97E+15 3.75E+15 5.12E+15 6.12E+15 6.56E+15 5.37E+15 9.21E+34 1.67E+25 2.45E+12 2.15E+05 5.96E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 82 A=208: Negative-parity Spin-dependent Level Density [MeV-1] for PB208  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.115  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.163  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.199  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.230  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.257  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.282  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.304  1.00E+00 7.14E-01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.325  1.00E+00 7.14E-01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.345  1.00E+00 7.14E-01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.364  1.00E+00 7.14E-01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
