                    *********************************************************************************
                    *  Z= 28 A= 59: Positive-Parity Spin-dependent Level Density [MeV-1] for NI 59  *
  16.00  1.727  4.68E+06 2.62E+06 3.66E+07 2.58E+05 1.44E+05 1.65E+05 2.05E+05 2.30E+05 2.42E+05 2.42E+05 2.31E+05 2.07E+05 1.81E+05 1.51E+05 1.18E+05 8.90E+04 6.32E+04 4.11E+04 2.58E+04 1.47E+04 7.87E+03 3.06E+03 1.28E+03 5.95E+02 2.49E+02 9.74E+01 4.70E+01 1.11E+01 3.09E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.780  8.01E+06 4.05E+06 5.74E+07 4.04E+05 2.21E+05 2.46E+05 3.09E+05 3.47E+05 3.66E+05 3.66E+05 3.52E+05 3.16E+05 2.79E+05 2.36E+05 1.88E+05 1.45E+05 1.07E+05 7.12E+04 4.70E+04 2.77E+04 1.55E+04 4.66E+03 1.71E+03 8.11E+02 3.46E+02 1.33E+02 6.64E+01 1.58E+01 4.34E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.832  1.32E+07 6.27E+06 9.03E+07 6.31E+05 3.38E+05 3.68E+05 4.64E+05 5.21E+05 5.54E+05 5.55E+05 5.36E+05 4.81E+05 4.31E+05 3.68E+05 2.98E+05 2.37E+05 1.81E+05 1.24E+05 8.57E+04 5.20E+04 3.04E+04 7.10E+03 2.29E+03 1.03E+03 4.43E+02 1.69E+02 8.57E+01 2.05E+01 5.60E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.882  2.12E+07 9.72E+06 1.42E+08 9.87E+05 5.17E+05 5.50E+05 6.99E+05 7.85E+05 8.37E+05 8.41E+05 8.17E+05 7.32E+05 6.66E+05 5.76E+05 4.73E+05 3.86E+05 3.07E+05 2.15E+05 1.56E+05 9.77E+04 5.96E+04 1.08E+04 3.07E+03 1.24E+03 5.40E+02 2.04E+02 1.05E+02 2.51E+01 6.85E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.931  3.36E+07 1.51E+07 2.25E+08 1.54E+06 7.92E+05 8.22E+05 1.05E+06 1.18E+06 1.26E+06 1.28E+06 1.25E+06 1.12E+06 1.03E+06 9.00E+05 7.50E+05 6.30E+05 5.19E+05 3.72E+05 2.85E+05 1.83E+05 1.17E+05 1.65E+04 4.10E+03 1.50E+03 6.37E+02 2.40E+02 1.24E+02 2.98E+01 8.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  2.048  1.10E+08 4.60E+07 7.25E+08 4.71E+06 2.30E+06 2.24E+06 2.92E+06 3.28E+06 3.55E+06 3.61E+06 3.57E+06 3.19E+06 3.06E+06 2.75E+06 2.38E+06 2.14E+06 1.94E+06 1.48E+06 1.28E+06 8.87E+05 6.33E+05 4.73E+04 8.50E+03 2.42E+03 8.79E+02 3.29E+02 1.73E+02 4.15E+01 1.12E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.159  3.46E+08 1.43E+08 2.41E+09 1.44E+07 6.67E+06 6.13E+06 8.11E+06 9.10E+06 9.99E+06 1.02E+07 1.03E+07 9.14E+06 9.07E+06 8.42E+06 7.54E+06 7.27E+06 7.22E+06 5.86E+06 5.73E+06 4.29E+06 3.42E+06 1.36E+05 1.76E+04 3.90E+03 1.12E+03 4.19E+02 2.21E+02 5.32E+01 1.44E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.365  4.49E+09 1.52E+09 3.04E+10 1.34E+08 5.62E+07 4.57E+07 6.26E+07 7.01E+07 7.88E+07 8.17E+07 8.44E+07 7.49E+07 7.99E+07 7.86E+07 7.57E+07 8.38E+07 1.00E+08 9.23E+07 1.15E+08 1.00E+08 1.00E+08 1.11E+06 7.56E+04 1.01E+04 1.61E+03 5.97E+02 3.18E+02 7.66E+01 2.06E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.731  1.55E+12 3.08E+11 8.86E+12 1.17E+10 3.99E+09 2.53E+09 3.72E+09 4.16E+09 4.91E+09 5.23E+09 5.71E+09 5.03E+09 6.20E+09 6.87E+09 7.64E+09 1.12E+10 1.94E+10 2.29E+10 4.67E+10 5.49E+10 8.54E+10 7.53E+07 1.39E+06 6.84E+04 3.30E+03 9.54E+02 5.12E+02 1.23E+02 3.31E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  3.053  2.74E+13 4.85E+12 6.82E+13 1.01E+12 2.83E+11 1.41E+11 2.22E+11 2.47E+11 3.06E+11 3.35E+11 3.87E+11 3.38E+11 4.81E+11 6.00E+11 1.52E+10 2.22E+10 3.87E+10 4.57E+10 9.33E+10 1.10E+11 1.71E+11 5.08E+09 2.56E+07 4.61E+05 6.76E+03 1.31E+03 7.05E+02 1.70E+02 4.56E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.345  1.67E+15 3.24E+14 3.86E+15 8.81E+13 2.01E+13 7.81E+12 1.32E+13 1.47E+13 1.91E+13 2.15E+13 2.62E+13 2.27E+13 3.74E+13 5.24E+13 3.03E+10 4.43E+10 7.73E+10 9.12E+10 1.86E+11 2.19E+11 3.41E+11 3.43E+11 4.72E+08 3.11E+06 1.39E+04 1.67E+03 8.99E+02 2.17E+02 5.81E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  3.613  1.26E+17 2.45E+16 2.88E+17 7.66E+15 1.43E+15 4.34E+14 7.84E+14 8.72E+14 1.19E+15 1.37E+15 1.77E+15 1.53E+15 2.90E+15 4.58E+15 6.02E+10 8.83E+10 1.54E+11 1.82E+11 3.72E+11 4.38E+11 6.82E+11 2.32E+13 8.70E+09 2.10E+07 2.84E+04 2.12E+03 1.09E+03 2.64E+02 7.06E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.862  9.75E+18 1.90E+18 2.20E+19 6.66E+17 1.01E+17 2.41E+16 4.67E+16 5.18E+16 7.41E+16 8.80E+16 1.20E+17 1.03E+17 2.25E+17 4.00E+17 1.20E+11 1.76E+11 3.08E+11 3.63E+11 7.43E+11 8.76E+11 1.36E+12 1.57E+15 1.60E+11 1.42E+08 5.83E+04 2.70E+03 1.29E+03 3.10E+02 8.31E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  4.096  7.70E+20 1.50E+20 1.72E+21 5.79E+19 7.20E+18 1.34E+18 2.78E+18 3.08E+18 4.62E+18 5.63E+18 8.13E+18 6.89E+18 1.75E+19 3.49E+19 2.39E+11 3.51E+11 6.13E+11 7.25E+11 1.49E+12 1.75E+12 2.72E+12 1.06E+17 2.95E+12 9.55E+08 1.20E+05 3.43E+03 1.51E+03 3.57E+02 9.57E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  4.318  6.17E+22 1.20E+22 1.36E+23 5.03E+21 5.11E+20 7.42E+19 1.65E+20 1.83E+20 2.88E+20 3.61E+20 5.51E+20 4.63E+20 1.36E+21 3.05E+21 4.75E+11 6.98E+11 1.22E+12 1.45E+12 2.97E+12 3.50E+12 5.44E+12 7.15E+18 5.43E+13 6.44E+09 2.45E+05 4.37E+03 1.78E+03 4.04E+02 1.08E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  4.529  5.02E+24 9.80E+23 1.09E+25 4.38E+23 3.63E+22 4.12E+21 9.83E+21 1.09E+22 1.79E+22 2.31E+22 3.73E+22 3.11E+22 1.05E+23 2.67E+23 9.45E+11 1.39E+12 2.44E+12 2.89E+12 5.93E+12 6.99E+12 1.09E+13 4.83E+20 1.00E+15 4.34E+10 5.04E+05 5.56E+03 2.10E+03 4.50E+02 1.21E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.730  4.14E+26 8.08E+25 8.88E+26 3.80E+25 2.58E+24 2.29E+23 5.85E+23 6.45E+23 1.12E+24 1.48E+24 2.52E+24 2.09E+24 8.17E+24 2.33E+25 1.88E+12 2.77E+12 4.87E+12 5.76E+12 1.18E+13 1.40E+13 2.17E+13 3.26E+22 1.84E+16 2.93E+11 1.03E+06 7.07E+03 2.47E+03 4.97E+02 1.33E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.923  3.44E+28 6.72E+27 7.30E+28 3.31E+27 1.83E+26 1.27E+25 3.48E+25 3.83E+25 6.96E+25 9.48E+25 1.71E+26 1.40E+26 6.34E+26 2.03E+27 3.74E+12 5.52E+12 9.71E+12 1.15E+13 2.36E+13 2.79E+13 4.35E+13 2.20E+24 3.39E+17 1.98E+12 2.12E+06 9.00E+03 2.91E+03 5.44E+02 1.46E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  5.109  2.89E+30 5.64E+29 6.06E+30 2.88E+29 1.30E+28 7.05E+26 2.07E+27 2.28E+27 4.34E+27 6.07E+27 1.16E+28 9.43E+27 4.92E+28 1.78E+29 7.45E+12 1.10E+13 1.94E+13 2.30E+13 4.72E+13 5.57E+13 8.69E+13 1.49E+26 6.25E+18 1.33E+13 4.35E+06 1.14E+04 3.42E+03 5.91E+02 1.58E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  5.288  2.44E+32 4.76E+31 5.07E+32 2.50E+31 9.22E+29 3.91E+28 1.23E+29 1.35E+29 2.70E+29 3.89E+29 7.84E+29 6.34E+29 3.82E+30 1.55E+31 1.48E+13 2.19E+13 3.87E+13 4.58E+13 9.43E+13 1.11E+14 1.74E+14 1.00E+28 1.15E+20 8.99E+13 8.92E+06 1.46E+04 4.03E+03 6.37E+02 1.71E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  5.462  2.07E+34 4.05E+33 4.27E+34 2.17E+33 6.54E+31 2.17E+30 7.34E+30 8.03E+30 1.69E+31 2.49E+31 5.31E+31 4.26E+31 2.96E+32 1.36E+33 2.95E+13 4.37E+13 7.71E+13 9.15E+13 1.88E+14 2.23E+14 3.47E+14 6.79E+29 2.12E+21 6.06E+14 1.83E+07 1.85E+04 4.74E+03 6.84E+02 1.83E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  5.630  1.77E+36 3.45E+35 3.62E+36 1.89E+35 4.64E+33 1.21E+32 4.37E+32 4.77E+32 1.05E+33 1.59E+33 3.59E+33 2.86E+33 2.30E+34 1.18E+35 5.87E+13 8.71E+13 1.54E+14 1.83E+14 3.76E+14 4.45E+14 6.94E+14 4.58E+31 3.90E+22 4.09E+15 3.75E+07 2.36E+04 5.58E+03 7.31E+02 1.96E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  5.793  1.51E+38 2.96E+37 3.08E+38 1.64E+37 3.30E+35 6.69E+33 2.60E+34 2.83E+34 6.55E+34 1.02E+35 2.43E+35 1.92E+35 1.78E+36 1.03E+37 1.17E+14 1.73E+14 3.07E+14 3.64E+14 7.52E+14 8.88E+14 1.39E+15 3.10E+33 7.19E+23 2.76E+16 7.69E+07 3.00E+04 6.57E+03 7.78E+02 2.08E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  5.952  1.30E+40 2.54E+39 2.63E+40 1.43E+39 2.34E+37 3.72E+35 1.55E+36 1.68E+36 4.08E+36 6.54E+36 1.65E+37 1.29E+37 1.39E+38 9.04E+38 2.32E+14 3.46E+14 6.12E+14 7.27E+14 1.50E+15 1.78E+15 2.77E+15 2.09E+35 1.32E+25 1.86E+17 1.58E+08 3.81E+04 7.74E+03 8.24E+02 2.21E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  6.106  1.12E+42 2.18E+41 2.25E+42 1.24E+41 1.66E+39 2.06E+37 9.20E+37 9.99E+37 2.54E+38 4.19E+38 1.12E+39 8.67E+38 1.08E+40 7.89E+40 4.63E+14 6.89E+14 1.22E+15 1.45E+15 3.00E+15 3.55E+15 5.54E+15 1.41E+37 2.44E+26 1.26E+18 3.24E+08 4.85E+04 9.11E+03 8.71E+02 2.33E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 28 A= 59: Negative-parity Spin-dependent Level Density [MeV-1] for NI 59  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.216  1.00E+00 2.49E+00 6.64E+00 1.66E+00 8.29E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.305  1.00E+00 2.76E+00 8.29E+00 1.38E+00 1.38E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.374  2.00E+00 2.49E+00 7.35E+00 1.31E+00 1.18E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.432  3.00E+00 3.68E+00 1.21E+01 1.31E+00 2.37E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.483  4.00E+00 6.51E+00 2.32E+01 2.61E+00 2.71E+00 1.18E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.529  6.00E+00 7.69E+00 2.79E+01 3.21E+00 2.71E+00 1.78E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.571  8.00E+00 1.19E+01 4.86E+01 4.39E+00 3.92E+00 3.04E+00 0.00E+00 5.92E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.611  1.20E+01 1.83E+01 8.74E+01 5.94E+00 5.70E+00 3.26E+00 8.75E-01 1.91E+00 5.92E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.648  1.80E+01 2.65E+01 1.29E+02 7.96E+00 8.10E+00 5.63E+00 1.47E+00 2.12E+00 1.18E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.683  2.50E+01 2.94E+01 1.49E+02 9.27E+00 7.34E+00 6.22E+00 2.06E+00 3.31E+00 1.18E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
