                    *********************************************************************************
                    *  Z= 18 A= 41: Positive-Parity Spin-dependent Level Density [MeV-1] for AR 41  *
  70.00  4.334  4.95E+14 9.64E+13 3.29E+15 3.54E+08 1.10E+09 8.65E+08 1.90E+09 4.19E+09 4.12E+09 4.56E+09 7.25E+09 9.71E+09 1.60E+10 1.02E+10 2.62E+10 1.11E+11 2.26E+11 1.09E+12 1.89E+12 8.06E+13 1.22E+13 1.72E+11 5.84E+10 4.33E+09 7.91E+06 2.57E+06 9.06E+04 2.72E+04 4.03E+03 2.15E+03 1.62E+03 1.94E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  4.633  3.80E+16 7.41E+15 2.53E+17 2.47E+09 8.38E+09 5.99E+09 1.48E+10 3.71E+10 3.65E+10 4.18E+10 7.38E+10 1.08E+11 2.01E+11 1.23E+11 3.90E+11 2.24E+12 5.44E+12 3.66E+13 7.38E+13 6.54E+15 7.44E+14 5.06E+12 1.50E+12 7.12E+10 4.29E+07 1.16E+07 2.25E+05 5.45E+04 5.51E+03 2.72E+03 2.06E+03 2.46E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  4.914  2.98E+18 5.80E+17 1.98E+19 1.72E+10 6.40E+10 4.14E+10 1.14E+11 3.29E+11 3.24E+11 3.84E+11 7.52E+11 1.19E+12 2.52E+12 1.49E+12 5.81E+12 4.53E+13 1.31E+14 1.23E+15 2.88E+15 5.31E+17 4.53E+16 1.49E+14 3.85E+13 1.17E+12 2.32E+08 5.27E+07 5.60E+05 1.09E+05 7.54E+03 3.44E+03 2.61E+03 3.13E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  5.180  2.36E+20 4.60E+19 1.57E+21 1.20E+11 4.88E+11 2.87E+11 8.87E+11 2.91E+12 2.87E+12 3.52E+12 7.66E+12 1.32E+13 3.16E+13 1.79E+13 8.65E+13 9.16E+14 3.16E+15 4.14E+16 1.13E+17 4.31E+19 2.76E+18 4.38E+15 9.90E+14 1.92E+13 1.26E+09 2.38E+08 1.39E+06 2.18E+05 1.03E+04 4.35E+03 3.30E+03 3.97E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  5.433  1.88E+22 3.67E+21 1.25E+23 8.37E+11 3.72E+12 1.98E+12 6.88E+12 2.58E+13 2.55E+13 3.23E+13 7.80E+13 1.46E+14 3.96E+14 2.16E+14 1.29E+15 1.85E+16 7.60E+16 1.39E+18 4.39E+18 3.50E+21 1.68E+20 1.29E+17 2.54E+16 3.16E+14 6.83E+09 1.08E+09 3.46E+06 4.37E+05 1.41E+04 5.51E+03 4.18E+03 5.04E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  5.674  1.51E+24 2.94E+23 1.00E+25 5.84E+12 2.84E+13 1.37E+13 5.33E+13 2.28E+14 2.26E+14 2.96E+14 7.94E+14 1.62E+15 4.97E+15 2.61E+15 1.92E+16 3.75E+17 1.83E+18 4.68E+19 1.72E+20 2.84E+23 1.02E+22 3.80E+18 6.53E+17 5.20E+15 3.70E+10 4.88E+09 8.60E+06 8.74E+05 1.93E+04 6.96E+03 5.29E+03 6.40E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  5.906  1.21E+26 2.37E+25 8.06E+26 4.07E+13 2.17E+14 9.49E+13 4.13E+14 2.02E+15 2.00E+15 2.72E+15 8.09E+15 1.79E+16 6.23E+16 3.15E+16 2.85E+17 7.58E+18 4.41E+19 1.57E+21 6.70E+21 2.30E+25 6.22E+23 1.12E+20 1.68E+19 8.54E+16 2.01E+11 2.21E+10 2.14E+07 1.75E+06 2.63E+04 8.80E+03 6.71E+03 8.12E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  6.129  9.78E+27 1.91E+27 6.49E+28 2.84E+14 1.65E+15 6.56E+14 3.20E+15 1.79E+16 1.78E+16 2.50E+16 8.24E+16 1.99E+17 7.81E+17 3.80E+17 4.25E+18 1.53E+20 1.06E+21 5.29E+22 2.62E+23 1.87E+27 3.78E+25 3.29E+21 4.31E+20 1.40E+18 1.09E+12 1.00E+11 5.32E+07 3.50E+06 3.60E+04 1.11E+04 8.49E+03 1.03E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  6.344  7.89E+29 1.54E+29 5.24E+30 1.98E+15 1.26E+16 4.54E+15 2.48E+16 1.59E+17 1.57E+17 2.29E+17 8.39E+17 2.20E+18 9.79E+18 4.59E+18 6.33E+19 3.10E+21 2.56E+22 1.78E+24 1.02E+25 1.52E+29 2.30E+27 9.67E+22 1.11E+22 2.31E+19 5.90E+12 4.52E+11 1.32E+08 7.01E+06 4.92E+04 1.41E+04 1.08E+04 1.31E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  6.552  6.38E+31 1.25E+31 4.24E+32 1.38E+16 9.62E+16 3.14E+16 1.93E+17 1.41E+18 1.40E+18 2.10E+18 8.55E+18 2.44E+19 1.23E+20 5.54E+19 9.42E+20 6.28E+22 6.15E+23 5.98E+25 4.00E+26 1.23E+31 1.40E+29 2.85E+24 2.84E+23 3.80E+20 3.20E+13 2.05E+12 3.29E+08 1.40E+07 6.73E+04 1.78E+04 1.36E+04 1.66E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  6.753  5.17E+33 1.01E+33 3.43E+34 9.63E+16 7.34E+17 2.17E+17 1.49E+18 1.24E+19 1.24E+19 1.93E+19 8.70E+19 2.70E+20 1.54E+21 6.68E+20 1.40E+22 1.27E+24 1.48E+25 2.01E+27 1.56E+28 9.99E+32 8.54E+30 8.38E+25 7.30E+24 6.24E+21 1.73E+14 9.27E+12 8.17E+08 2.81E+07 9.21E+04 2.25E+04 1.73E+04 2.11E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  6.949  4.18E+35 8.16E+34 2.78E+36 6.72E+17 5.60E+18 1.50E+18 1.16E+19 1.10E+20 1.10E+20 1.77E+20 8.87E+20 2.99E+21 1.93E+22 8.06E+21 2.09E+23 2.57E+25 3.57E+26 6.77E+28 6.10E+29 8.11E+34 5.20E+32 2.47E+27 1.88E+26 1.03E+23 9.39E+14 4.19E+13 2.03E+09 5.62E+07 1.26E+05 2.85E+04 2.19E+04 2.68E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  7.140  3.39E+37 6.62E+36 2.25E+38 4.68E+18 4.27E+19 1.04E+19 8.97E+19 9.76E+20 9.73E+20 1.62E+21 9.03E+21 3.31E+22 2.42E+23 9.73E+22 3.11E+24 5.20E+26 8.59E+27 2.28E+30 2.38E+31 6.58E+36 3.16E+34 7.26E+28 4.82E+27 1.69E+24 5.09E+15 1.90E+14 5.05E+09 1.12E+08 1.72E+05 3.60E+04 2.77E+04 3.40E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  7.325  2.75E+39 5.36E+38 1.82E+40 3.27E+19 3.26E+20 7.20E+19 6.96E+20 8.65E+21 8.63E+21 1.49E+22 9.20E+22 3.67E+23 3.03E+24 1.17E+24 4.63E+25 1.05E+28 2.07E+29 7.65E+31 9.30E+32 5.34E+38 1.93E+36 2.14E+30 1.24E+29 2.77E+25 2.76E+16 8.59E+14 1.26E+10 2.25E+08 2.35E+05 4.55E+04 3.51E+04 4.31E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
