                    *********************************************************************************
                    *  Z= 45 A=104: Positive-Parity Spin-dependent Level Density [MeV-1] for RH104  *
  70.00  2.721  6.98E+19 1.36E+19 2.02E+20 3.27E+13 2.33E+15 4.47E+14 5.88E+18 5.59E+15 1.06E+13 1.27E+11 1.33E+14 1.45E+15 3.17E+17 7.38E+18 2.17E+14 3.27E+14 3.81E+14 3.98E+14 3.95E+14 3.80E+14 3.62E+14 3.42E+14 3.12E+14 2.88E+14 2.65E+14 2.31E+14 2.07E+14 1.69E+14 1.48E+14 1.24E+14 9.54E+13 7.46E+13 1.60E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.909  5.49E+21 1.07E+21 1.73E+22 6.52E+13 4.64E+15 8.90E+14 3.66E+20 1.04E+17 6.54E+13 3.82E+11 1.44E+15 2.66E+16 1.60E+19 6.90E+20 4.32E+14 6.52E+14 7.60E+14 7.94E+14 7.89E+14 7.60E+14 7.23E+14 6.83E+14 6.23E+14 5.75E+14 5.29E+14 4.62E+14 4.15E+14 3.37E+14 2.95E+14 2.48E+14 1.91E+14 1.49E+14 3.19E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.085  4.51E+23 8.80E+22 1.53E+24 1.30E+14 9.26E+15 1.77E+15 2.27E+22 1.92E+18 4.02E+14 1.15E+12 1.57E+16 4.85E+17 8.05E+20 6.45E+22 8.62E+14 1.30E+15 1.52E+15 1.59E+15 1.58E+15 1.52E+15 1.44E+15 1.37E+15 1.24E+15 1.15E+15 1.06E+15 9.23E+14 8.28E+14 6.74E+14 5.90E+14 4.96E+14 3.81E+14 2.98E+14 6.38E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  3.252  3.83E+25 7.48E+24 1.37E+26 2.59E+14 1.85E+16 3.52E+15 1.41E+24 3.56E+19 2.47E+15 3.45E+12 1.71E+17 8.85E+18 4.05E+22 6.03E+24 1.72E+15 2.59E+15 3.03E+15 3.17E+15 3.14E+15 3.03E+15 2.88E+15 2.73E+15 2.49E+15 2.29E+15 2.11E+15 1.85E+15 1.66E+15 1.35E+15 1.18E+15 9.91E+14 7.62E+14 5.96E+14 1.28E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  3.411  3.34E+27 6.53E+26 1.25E+28 5.17E+14 3.69E+16 7.01E+15 8.78E+25 6.60E+20 1.52E+16 1.03E+13 1.86E+18 1.62E+20 2.04E+24 5.63E+26 3.43E+15 5.17E+15 6.04E+15 6.32E+15 6.28E+15 6.05E+15 5.76E+15 5.45E+15 4.97E+15 4.59E+15 4.22E+15 3.69E+15 3.31E+15 2.69E+15 2.36E+15 1.98E+15 1.52E+15 1.19E+15 2.55E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  3.563  2.98E+29 5.82E+28 1.15E+30 1.03E+15 7.35E+16 1.40E+16 5.46E+27 1.22E+22 9.34E+16 3.11E+13 2.02E+19 2.95E+21 1.03E+26 5.27E+28 6.83E+15 1.03E+16 1.21E+16 1.26E+16 1.25E+16 1.21E+16 1.15E+16 1.09E+16 9.93E+15 9.16E+15 8.43E+15 7.37E+15 6.61E+15 5.38E+15 4.71E+15 3.96E+15 3.05E+15 2.38E+15 5.10E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.708  2.69E+31 5.27E+30 1.06E+32 2.05E+15 1.47E+17 2.78E+16 3.40E+29 2.27E+23 5.75E+17 9.34E+13 2.20E+20 5.39E+22 5.17E+27 4.92E+30 1.36E+16 2.06E+16 2.41E+16 2.52E+16 2.50E+16 2.41E+16 2.30E+16 2.17E+16 1.98E+16 1.83E+16 1.68E+16 1.47E+16 1.32E+16 1.08E+16 9.42E+15 7.92E+15 6.09E+15 4.76E+15 1.02E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.848  2.46E+33 4.82E+32 9.82E+33 4.09E+15 2.92E+17 5.53E+16 2.11E+31 4.20E+24 3.53E+18 2.80E+14 2.39E+21 9.84E+23 2.61E+29 4.60E+32 2.71E+16 4.11E+16 4.80E+16 5.03E+16 5.00E+16 4.82E+16 4.59E+16 4.34E+16 3.96E+16 3.66E+16 3.37E+16 2.94E+16 2.64E+16 2.15E+16 1.88E+16 1.58E+16 1.22E+16 9.52E+15 2.04E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.983  2.27E+35 4.43E+34 9.13E+35 8.16E+15 5.83E+17 1.10E+17 1.31E+33 7.79E+25 2.17E+19 8.42E+14 2.60E+22 1.80E+25 1.31E+31 4.30E+34 5.41E+16 8.20E+16 9.58E+16 1.00E+17 9.97E+16 9.62E+16 9.16E+16 8.67E+16 7.91E+16 7.31E+16 6.72E+16 5.88E+16 5.28E+16 4.30E+16 3.77E+16 3.16E+16 2.43E+16 1.90E+16 4.08E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  4.114  2.10E+37 4.10E+36 8.50E+37 1.63E+16 1.16E+18 2.19E+17 8.16E+34 1.44E+27 1.34E+20 2.53E+15 2.82E+23 3.28E+26 6.61E+32 4.02E+36 1.08E+17 1.64E+17 1.91E+17 2.00E+17 1.99E+17 1.92E+17 1.83E+17 1.73E+17 1.58E+17 1.46E+17 1.34E+17 1.18E+17 1.06E+17 8.59E+16 7.53E+16 6.32E+16 4.86E+16 3.81E+16 8.16E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  4.240  1.95E+39 3.81E+38 7.93E+39 3.24E+16 2.32E+18 4.36E+17 5.07E+36 2.68E+28 8.21E+20 7.59E+15 3.07E+24 5.99E+27 3.33E+34 3.76E+38 2.15E+17 3.26E+17 3.82E+17 4.00E+17 3.98E+17 3.83E+17 3.65E+17 3.46E+17 3.16E+17 2.92E+17 2.69E+17 2.35E+17 2.11E+17 1.72E+17 1.50E+17 1.26E+17 9.73E+16 7.61E+16 1.63E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  4.363  1.81E+41 3.55E+40 7.40E+41 6.46E+16 4.63E+18 8.67E+17 3.15E+38 4.96E+29 5.05E+21 2.28E+16 3.34E+25 1.09E+29 1.67E+36 3.51E+40 4.29E+17 6.51E+17 7.61E+17 7.98E+17 7.94E+17 7.66E+17 7.30E+17 6.91E+17 6.31E+17 5.83E+17 5.37E+17 4.69E+17 4.22E+17 3.43E+17 3.01E+17 2.53E+17 1.94E+17 1.52E+17 3.26E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  4.483  1.69E+43 3.30E+42 6.91E+43 1.29E+17 9.23E+18 1.72E+18 1.96E+40 9.20E+30 3.10E+22 6.85E+16 3.63E+26 2.00E+30 8.43E+37 3.28E+42 8.55E+17 1.30E+18 1.52E+18 1.59E+18 1.58E+18 1.53E+18 1.46E+18 1.38E+18 1.26E+18 1.16E+18 1.07E+18 9.38E+17 8.43E+17 6.86E+17 6.01E+17 5.05E+17 3.89E+17 3.04E+17 6.52E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  4.599  1.57E+45 3.08E+44 6.46E+45 2.57E+17 1.84E+19 3.43E+18 1.22E+42 1.71E+32 1.91E+23 2.06E+17 3.95E+27 3.64E+31 4.25E+39 3.07E+44 1.70E+18 2.59E+18 3.03E+18 3.18E+18 3.16E+18 3.05E+18 2.91E+18 2.76E+18 2.52E+18 2.33E+18 2.14E+18 1.87E+18 1.68E+18 1.37E+18 1.20E+18 1.01E+18 7.77E+17 6.08E+17 1.30E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
